客户ID,产品名称,交易类型,产品ID,产品成本,利润,单价,年份,订单数量,销售区域ID,销售金额
23719,水壶和水壶架,1.0,477.0,1.8663,3.1237,4.99,2016.0,1,6,4.99
23720,车胎和内胎,1.0,532.0,6.541300000000001,10.9487,17.49,2016.0,1,1,17.49
23721,公路自行车,1.0,584.0,343.6496,196.3404,539.99,2016.0,1,4,539.99
23721,头盔,1.0,217.0,13.0863,21.9037,34.99,2016.0,1,4,34.99
23721,水壶和水壶架,1.0,478.0,2.6143,4.3757,6.99,2016.0,1,4,6.99
23722,车胎和内胎,3.0,508.0,6.0364,10.1036,16.14,2015.0,1,4,16.14
23723,公路自行车,1.0,584.0,343.6496,196.3404,539.99,2016.0,1,4,539.99
23723,手套,1.0,467.0,9.1593,15.3307,24.49,2016.0,1,4,24.49
23723,水壶和水壶架,1.0,478.0,2.6143,4.3757,6.99,2016.0,1,4,6.99
23723,骑行服,1.0,228.0,38.4923,11.4977,49.99,2016.0,1,4,49.99
23724,公路自行车,1.0,584.0,343.6496,196.3404,539.99,2016.0,1,4,539.99
23724,头盔,1.0,214.0,13.0863,21.9037,34.99,2016.0,1,4,34.99
23724,水壶和水壶架,1.0,478.0,2.6143,4.3757,6.99,2016.0,1,4,6.99
23725,公路自行车,1.0,314.0,2171.2942,1406.9758,3578.27,2014.0,1,6,3578.27
23725,头盔,1.0,217.0,13.0863,21.9037,34.99,2015.0,1,6,34.99
23725,旅行自行车,1.0,577.0,755.1508,459.6992,1214.85,2015.0,1,6,1214.85
23726,公路自行车,1.0,606.0,343.6496,196.3404,539.99,2016.0,1,1,539.99
23726,帽子,1.0,225.0,6.9223,2.0677,8.99,2016.0,1,1,8.99
23726,水壶和水壶架,1.0,478.0,2.6143,4.3757,6.99,2016.0,1,1,6.99
23727,车胎和内胎,2.0,532.0,6.541300000000001,10.9487,17.49,2015.0,1,4,17.49
23728,头盔,2.0,217.0,13.0863,21.9037,34.99,2015.0,1,4,34.99
23728,车胎和内胎,2.0,532.0,6.541300000000001,10.9487,17.49,2015.0,1,4,17.49
23729,头盔,1.0,214.0,13.0863,21.9037,34.99,2015.0,1,4,34.99
23729,车胎和内胎,1.0,534.5,6.84235,11.452649999999998,18.295,2015.0,1,4,18.295
23730,公路自行车,1.0,311.0,2171.2942,1406.9758,3578.27,2014.0,1,6,3578.27
23730,头盔,1.0,214.0,13.0863,21.9037,34.99,2016.0,1,6,34.99
23730,旅行自行车,1.0,560.0,755.1508,459.6992,1214.85,2016.0,1,6,1214.85
23731,公路自行车,1.0,314.0,2171.2942,1406.9758,3578.27,2014.0,1,6,3578.27
23731,头盔,1.0,217.0,13.0863,21.9037,34.99,2016.0,1,6,34.99
23731,旅行自行车,1.0,578.0,755.1508,459.6992,1214.85,2016.0,1,6,1214.85
23732,手套,1.0,463.0,9.1593,15.3307,24.49,2015.0,1,1,24.49
23732,水壶和水壶架,1.0,477.5,2.8013,4.6887,7.49,2015.0,1,1,7.49
23732,车胎和内胎,1.0,532.0,6.541300000000001,10.9487,17.49,2015.0,1,1,17.49
23733,公路自行车,3.0,606.0,343.6496,196.3404,539.99,2016.0,1,1,539.99
23733,车胎和内胎,3.0,515.6666666666666,3.4620333333333337,5.7946333333333335,9.256666666666666,2016.0,1,1,9.256666666666666
23734,头盔,1.0,214.0,13.0863,21.9037,34.99,2016.0,1,1,34.99
23734,车胎和内胎,1.0,532.0,6.541300000000001,10.9487,17.49,2016.0,1,1,17.49
23735,车胎和内胎,1.0,532.0,6.541300000000001,10.9487,17.49,2015.0,1,1,17.49
23736,清洁剂,1.0,484.0,2.9733,4.9767,7.95,2015.0,1,1,7.95
23736,车胎和内胎,1.0,532.0,6.541300000000001,10.9487,17.49,2015.0,1,1,17.49
23737,车胎和内胎,1.0,532.0,6.541300000000001,10.9487,17.49,2016.0,1,4,17.49
23738,车胎和内胎,2.0,534.5,6.84235,11.452649999999998,18.295,2016.0,1,4,18.295
23739,公路自行车,2.0,606.0,343.6496,196.3404,539.99,2016.0,1,4,539.99
23739,清洁剂,2.0,484.0,2.9733,4.9767,7.95,2016.0,1,4,7.95
23739,车胎和内胎,2.0,533.5,4.7648,7.9752,12.739999999999998,2016.0,1,4,12.739999999999998
23740,车胎和内胎,1.0,534.5,6.84235,11.452649999999998,18.295,2016.0,1,4,18.295
23741,车胎和内胎,1.0,540.0,12.1924,20.4076,32.6,2016.0,1,1,32.6
23742,公路自行车,1.0,606.0,343.6496,196.3404,539.99,2016.0,1,4,539.99
23742,车胎和内胎,1.0,538.0,8.0373,13.4527,21.49,2016.0,1,4,21.49
23742,骑行服,1.0,490.0,41.5723,12.4177,53.99,2016.0,1,4,53.99
23743,头盔,1.0,214.0,13.0863,21.9037,34.99,2015.0,1,10,34.99
23743,水壶和水壶架,1.0,477.0,1.8663,3.1237,4.99,2015.0,1,10,4.99
23744,公路自行车,1.0,605.0,343.6496,196.3404,539.99,2016.0,1,7,539.99
23744,车胎和内胎,1.0,515.6666666666666,3.4620333333333337,5.7946333333333335,9.256666666666666,2016.0,1,7,9.256666666666666
23745,清洁剂,3.0,484.0,2.9733,4.9767,7.95,2015.0,1,7,7.95
23745,车胎和内胎,3.0,517.0,4.5217,7.5683,12.089999999999998,2015.0,1,7,12.089999999999998
23746,公路自行车,1.0,605.0,343.6496,196.3404,539.99,2016.0,1,7,539.99
23747,公路自行车,1.0,382.0,713.0798,407.4102,1120.49,2015.0,1,10,1120.49
23747,水壶和水壶架,1.0,478.0,2.6143,4.3757,6.99,2015.0,1,10,6.99
23747,清洁剂,1.0,484.0,2.9733,4.9767,7.95,2015.0,1,10,7.95
23748,车胎和内胎,1.0,517.0,4.5217,7.5683,12.089999999999998,2016.0,1,7,12.089999999999998
23749,头盔,1.0,222.0,13.0863,21.9037,34.99,2016.0,1,7,34.99
23749,帽子,1.0,225.0,6.9223,2.0677,8.99,2016.0,1,7,8.99
23749,车胎和内胎,1.0,535.5,6.3543,10.6357,16.99,2016.0,1,7,16.99
23750,公路自行车,1.0,386.0,713.0798,407.4102,1120.49,2015.0,1,10,1120.49
23750,头盔,1.0,214.0,13.0863,21.9037,34.99,2015.0,1,10,34.99
23751,公路自行车,1.0,384.0,713.0798,407.4102,1120.49,2015.0,1,10,1120.49
23751,头盔,1.0,217.0,13.0863,21.9037,34.99,2015.0,1,10,34.99
23752,公路自行车,1.0,390.0,713.0798,407.4102,1120.49,2015.0,1,10,1120.49
23752,头盔,1.0,217.0,13.0863,21.9037,34.99,2015.0,1,10,34.99
23752,帽子,1.0,225.0,6.9223,2.0677,8.99,2015.0,1,10,8.99
23753,公路自行车,2.0,390.0,713.0798,407.4102,1120.49,2015.0,1,10,1120.49
23753,头盔,2.0,214.0,13.0863,21.9037,34.99,2015.0,1,10,34.99
23753,帽子,2.0,225.0,6.9223,2.0677,8.99,2015.0,1,10,8.99
23753,车胎和内胎,2.0,534.0,5.4193,9.0707,14.489999999999998,2015.0,1,10,14.489999999999998
23754,头盔,1.0,222.0,13.0863,21.9037,34.99,2016.0,1,7,34.99
23754,车胎和内胎,1.0,535.5,6.3543,10.6357,16.99,2016.0,1,7,16.99
23755,车胎和内胎,1.0,504.5,1.1743999999999999,1.9656,3.14,2016.0,1,8,3.14
23756,挂架,1.0,483.0,44.88,75.12,120.0,2015.0,1,7,120.0
23756,车胎和内胎,1.0,510.5,5.8494,9.7906,15.639999999999999,2015.0,1,7,15.639999999999999
23757,头盔,1.0,217.0,13.0863,21.9037,34.99,2015.0,1,8,34.99
23757,车胎和内胎,1.0,529.0,1.4923,2.4977,3.99,2015.0,1,8,3.99
23758,公路自行车,1.0,582.0,1082.51,618.48,1700.99,2015.0,1,7,1700.99
23758,骑行服,1.0,489.0,41.5723,12.4177,53.99,2015.0,1,7,53.99
23759,公路自行车,1.0,378.0,1554.9479,888.4021,2443.35,2015.0,1,8,2443.35
23759,车胎和内胎,1.0,540.0,12.1924,20.4076,32.6,2015.0,1,8,32.6
23760,公路自行车,1.0,382.0,713.0798,407.4102,1120.49,2015.0,1,10,1120.49
23760,帽子,1.0,225.0,6.9223,2.0677,8.99,2015.0,1,10,8.99
23760,骑行服,1.0,491.0,41.5723,12.4177,53.99,2015.0,1,10,53.99
23761,头盔,1.0,217.0,13.0863,21.9037,34.99,2015.0,1,7,34.99
23761,车胎和内胎,1.0,535.5,6.3543,10.6357,16.99,2015.0,1,7,16.99
23762,公路自行车,1.0,384.0,713.0798,407.4102,1120.49,2015.0,1,10,1120.49
23762,头盔,1.0,214.0,13.0863,21.9037,34.99,2015.0,1,10,34.99
23762,帽子,1.0,225.0,6.9223,2.0677,8.99,2015.0,1,10,8.99
23763,公路自行车,1.0,580.0,1082.51,618.48,1700.99,2015.0,1,7,1700.99
23763,头盔,1.0,217.0,13.0863,21.9037,34.99,2015.0,1,7,34.99
23764,公路自行车,1.0,374.0,1554.9479,888.4021,2443.35,2015.0,1,8,2443.35
23764,水壶和水壶架,1.0,478.0,2.6143,4.3757,6.99,2015.0,1,8,6.99
23765,公路自行车,1.0,376.0,1554.9479,888.4021,2443.35,2015.0,1,8,2443.35
23765,手套,1.0,467.0,9.1593,15.3307,24.49,2015.0,1,8,24.49
23765,水壶和水壶架,1.0,478.0,2.6143,4.3757,6.99,2015.0,1,8,6.99
23765,骑行服,1.0,490.0,41.5723,12.4177,53.99,2015.0,1,8,53.99
23766,头盔,2.0,217.0,13.0863,21.9037,34.99,2016.0,1,8,34.99
23766,车胎和内胎,2.0,535.5,6.3543,10.6357,16.99,2016.0,1,8,16.99
23767,水壶和水壶架,1.0,477.0,1.8663,3.1237,4.99,2016.0,1,10,4.99
23767,袜子,1.0,482.0,3.3623,5.6277,8.99,2016.0,1,10,8.99
23768,手套,2.0,465.0,9.1593,15.3307,24.49,2016.0,1,10,24.49
23768,水壶和水壶架,2.0,477.0,1.8663,3.1237,4.99,2016.0,1,10,4.99
23769,手套,1.0,465.0,9.1593,15.3307,24.49,2015.0,1,10,24.49
23769,水壶和水壶架,1.0,477.0,1.8663,3.1237,4.99,2015.0,1,10,4.99
23770,水壶和水壶架,1.0,477.0,1.8663,3.1237,4.99,2015.0,1,10,4.99
23771,头盔,1.0,214.0,13.0863,21.9037,34.99,2015.0,1,7,34.99
23771,水壶和水壶架,1.0,478.0,2.6143,4.3757,6.99,2015.0,1,7,6.99
23771,车胎和内胎,1.0,535.5,6.3543,10.6357,16.99,2015.0,1,7,16.99
23772,头盔,1.0,214.0,13.0863,21.9037,34.99,2016.0,1,8,34.99
23772,车胎和内胎,1.0,529.0,1.4923,2.4977,3.99,2016.0,1,8,3.99
23773,水袋背包,1.0,487.0,20.5663,34.4237,54.99,2015.0,1,7,54.99
23773,车胎和内胎,1.0,535.5,6.3543,10.6357,16.99,2015.0,1,7,16.99
23774,公路自行车,1.0,390.0,713.0798,407.4102,1120.49,2015.0,1,10,1120.49
23774,头盔,1.0,214.0,13.0863,21.9037,34.99,2015.0,1,10,34.99
23774,车胎和内胎,1.0,534.0,5.4193,9.0707,14.489999999999998,2015.0,1,10,14.489999999999998
23774,骑行服,1.0,237.0,38.4923,11.4977,49.99,2015.0,1,10,49.99
23775,公路自行车,1.0,386.0,713.0798,407.4102,1120.49,2015.0,1,10,1120.49
23775,头盔,1.0,214.0,13.0863,21.9037,34.99,2015.0,1,10,34.99
23776,公路自行车,1.0,374.0,1554.9479,888.4021,2443.35,2015.0,1,8,2443.35
23776,头盔,1.0,214.0,13.0863,21.9037,34.99,2015.0,1,8,34.99
23777,公路自行车,2.0,386.0,713.0798,407.4102,1120.49,2015.0,1,10,1120.49
23777,袜子,2.0,481.0,3.3623,5.6277,8.99,2015.0,1,10,8.99
23777,骑行服,2.0,231.0,38.4923,11.4977,49.99,2015.0,1,10,49.99
23778,公路自行车,2.0,604.0,343.6496,196.3404,539.99,2016.0,1,7,539.99
23778,头盔,2.0,222.0,13.0863,21.9037,34.99,2016.0,1,7,34.99
23778,水壶和水壶架,2.0,478.0,2.6143,4.3757,6.99,2016.0,1,7,6.99
23779,公路自行车,1.0,390.0,713.0798,407.4102,1120.49,2015.0,1,10,1120.49
23779,车胎和内胎,1.0,509.5,5.1014,8.5386,13.639999999999999,2015.0,1,10,13.639999999999999
23780,公路自行车,1.0,581.0,1082.51,618.48,1700.99,2015.0,1,7,1700.99
23780,骑行服,1.0,231.0,38.4923,11.4977,49.99,2015.0,1,7,49.99
23781,公路自行车,3.0,605.0,343.6496,196.3404,539.99,2016.0,1,4,539.99
23781,车胎和内胎,3.0,515.6666666666666,3.4620333333333337,5.7946333333333335,9.256666666666666,2016.0,1,4,9.256666666666666
23782,头盔,2.0,222.0,13.0863,21.9037,34.99,2016.0,1,1,34.99
23782,车胎和内胎,2.0,532.0,6.541300000000001,10.9487,17.49,2016.0,1,1,17.49
23783,水壶和水壶架,1.0,477.0,1.8663,3.1237,4.99,2015.0,1,6,4.99
23783,骑行服,1.0,488.0,41.5723,12.4177,53.99,2015.0,1,6,53.99
23784,车胎和内胎,2.0,532.0,6.541300000000001,10.9487,17.49,2015.0,1,1,17.49
23785,车胎和内胎,1.0,514.6666666666666,4.646366666666667,7.776966666666667,12.423333333333334,2015.0,1,1,12.423333333333334
23786,袜子,2.0,481.0,3.3623,5.6277,8.99,2016.0,1,1,8.99
23786,车胎和内胎,2.0,536.0,11.2163,18.7737,29.99,2016.0,1,1,29.99
23787,头盔,1.0,214.0,13.0863,21.9037,34.99,2015.0,1,4,34.99
23787,车胎和内胎,1.0,534.5,6.84235,11.452649999999998,18.295,2015.0,1,4,18.295
23788,旅行自行车,1.0,577.0,755.1508,459.6992,1214.85,2016.0,1,4,1214.85
23789,旅行自行车,3.0,577.0,755.1508,459.6992,1214.85,2016.0,1,4,1214.85
23789,车胎和内胎,3.0,517.0,4.5217,7.5683,12.089999999999998,2016.0,1,4,12.089999999999998
23790,清洁剂,1.0,484.0,2.9733,4.9767,7.95,2016.0,1,1,7.95
23790,车胎和内胎,1.0,516.3333333333334,4.847066666666667,8.112933333333332,12.96,2016.0,1,1,12.96
23791,头盔,1.0,214.0,13.0863,21.9037,34.99,2016.0,1,1,34.99
23791,车胎和内胎,1.0,534.5,6.84235,11.452649999999998,18.295,2016.0,1,1,18.295
23792,车胎和内胎,3.0,540.0,12.1924,20.4076,32.6,2016.0,1,1,32.6
23793,车胎和内胎,3.0,516.3333333333334,4.847066666666667,8.112933333333332,12.96,2015.0,1,1,12.96
23794,头盔,2.0,217.0,13.0863,21.9037,34.99,2016.0,1,4,34.99
23794,旅行自行车,2.0,578.0,755.1508,459.6992,1214.85,2016.0,1,4,1214.85
23795,头盔,3.0,217.0,13.0863,21.9037,34.99,2015.0,1,4,34.99
23795,车胎和内胎,3.0,534.5,6.84235,11.452649999999998,18.295,2015.0,1,4,18.295
23796,车胎和内胎,1.0,534.5,6.84235,11.452649999999998,18.295,2016.0,1,4,18.295
23797,头盔,1.0,214.0,13.0863,21.9037,34.99,2015.0,1,4,34.99
23797,车胎和内胎,1.0,540.0,12.1924,20.4076,32.6,2015.0,1,4,32.6
23798,水壶和水壶架,1.0,477.0,1.8663,3.1237,4.99,2015.0,1,6,4.99
23798,水袋背包,1.0,487.0,20.5663,34.4237,54.99,2015.0,1,6,54.99
23798,清洁剂,1.0,484.0,2.9733,4.9767,7.95,2015.0,1,6,7.95
23799,旅行自行车,1.0,560.0,755.1508,459.6992,1214.85,2016.0,1,4,1214.85
23799,水壶和水壶架,1.0,478.0,2.6143,4.3757,6.99,2016.0,1,4,6.99
23800,头盔,1.0,214.0,13.0863,21.9037,34.99,2016.0,1,4,34.99
23800,车胎和内胎,1.0,534.5,6.84235,11.452649999999998,18.295,2016.0,1,4,18.295
23801,车胎和内胎,1.0,540.0,12.1924,20.4076,32.6,2015.0,1,1,32.6
23801,骑行服,1.0,228.0,38.4923,11.4977,49.99,2015.0,1,1,49.99
23802,车胎和内胎,3.0,540.0,12.1924,20.4076,32.6,2016.0,1,1,32.6
23803,水壶和水壶架,2.0,477.0,1.8663,3.1237,4.99,2015.0,1,6,4.99
23803,背心,2.0,471.0,23.749000000000002,39.751,63.5,2015.0,1,6,63.5
23804,头盔,1.0,217.0,13.0863,21.9037,34.99,2015.0,1,1,34.99
23804,车胎和内胎,1.0,534.5,6.84235,11.452649999999998,18.295,2015.0,1,1,18.295
23805,车胎和内胎,2.0,540.0,12.1924,20.4076,32.6,2016.0,1,1,32.6
23806,公路自行车,1.0,310.0,2171.2942,1406.9758,3578.27,2014.0,1,6,3578.27
23807,公路自行车,1.0,605.0,343.6496,196.3404,539.99,2016.0,1,4,539.99
23807,水壶和水壶架,1.0,478.0,2.6143,4.3757,6.99,2016.0,1,4,6.99
23807,骑行服,1.0,491.0,41.5723,12.4177,53.99,2016.0,1,4,53.99
23808,车胎和内胎,1.0,536.0,11.2163,18.7737,29.99,2015.0,1,4,29.99
23809,车胎和内胎,1.0,536.0,11.2163,18.7737,29.99,2016.0,1,4,29.99
23810,车胎和内胎,2.0,508.0,6.0364,10.1036,16.14,2015.0,1,4,16.14
23811,公路自行车,1.0,604.0,343.6496,196.3404,539.99,2016.0,1,4,539.99
23811,袜子,1.0,482.0,3.3623,5.6277,8.99,2016.0,1,4,8.99
23812,头盔,2.0,222.0,13.0863,21.9037,34.99,2016.0,1,4,34.99
23812,车胎和内胎,2.0,532.0,6.541300000000001,10.9487,17.49,2016.0,1,4,17.49
23813,公路自行车,2.0,606.0,343.6496,196.3404,539.99,2016.0,1,4,539.99
23813,手套,2.0,467.0,9.1593,15.3307,24.49,2016.0,1,4,24.49
23814,车胎和内胎,3.0,536.0,11.2163,18.7737,29.99,2016.0,1,4,29.99
23815,公路自行车,1.0,605.0,343.6496,196.3404,539.99,2016.0,1,4,539.99
23815,自行车支架,1.0,486.0,59.466,99.53399999999999,159.0,2016.0,1,4,159.0
23815,车胎和内胎,1.0,533.5,4.7648,7.9752,12.739999999999998,2016.0,1,4,12.739999999999998
23816,公路自行车,3.0,604.0,343.6496,196.3404,539.99,2016.0,1,4,539.99
23816,车胎和内胎,3.0,509.0,4.4469,7.4431,11.889999999999999,2016.0,1,4,11.889999999999999
23817,车胎和内胎,1.0,536.0,11.2163,18.7737,29.99,2015.0,1,1,29.99
23818,公路自行车,1.0,605.0,343.6496,196.3404,539.99,2016.0,1,4,539.99
23818,水壶和水壶架,1.0,478.0,2.6143,4.3757,6.99,2016.0,1,4,6.99
23819,公路自行车,1.0,312.0,2171.2942,1406.9758,3578.27,2014.0,1,6,3578.27
23819,旅行自行车,1.0,579.0,755.1508,459.6992,1214.85,2016.0,1,6,1214.85
23819,袜子,1.0,482.0,3.3623,5.6277,8.99,2016.0,1,6,8.99
23820,车胎和内胎,1.0,514.6666666666666,4.646366666666667,7.776966666666667,12.423333333333334,2016.0,1,1,12.423333333333334
23821,公路自行车,1.0,604.0,343.6496,196.3404,539.99,2016.0,1,1,539.99
23821,头盔,1.0,222.0,13.0863,21.9037,34.99,2016.0,1,1,34.99
23821,水壶和水壶架,1.0,478.0,2.6143,4.3757,6.99,2016.0,1,1,6.99
23821,骑行服,1.0,234.0,38.4923,11.4977,49.99,2016.0,1,1,49.99
23822,车胎和内胎,1.0,514.6666666666666,4.646366666666667,7.776966666666667,12.423333333333334,2015.0,1,1,12.423333333333334
23823,手套,1.0,463.0,9.1593,15.3307,24.49,2015.0,1,4,24.49
23823,水壶和水壶架,1.0,477.0,1.8663,3.1237,4.99,2015.0,1,4,4.99
23823,车胎和内胎,1.0,536.0,11.2163,18.7737,29.99,2015.0,1,4,29.99
23824,头盔,2.0,214.0,13.0863,21.9037,34.99,2015.0,1,4,34.99
23824,车胎和内胎,2.0,532.0,6.541300000000001,10.9487,17.49,2015.0,1,4,17.49
23825,车胎和内胎,1.0,508.0,6.0364,10.1036,16.14,2016.0,1,4,16.14
23826,车胎和内胎,1.0,508.0,6.0364,10.1036,16.14,2015.0,1,4,16.14
23827,帽子,2.0,225.0,6.9223,2.0677,8.99,2016.0,1,6,8.99
23827,水壶和水壶架,2.0,477.0,1.8663,3.1237,4.99,2016.0,1,6,4.99
23828,公路自行车,3.0,605.0,343.6496,196.3404,539.99,2016.0,1,4,539.99
23828,水壶和水壶架,3.0,479.0,3.3623,5.6277,8.99,2016.0,1,4,8.99
23829,公路自行车,1.0,312.0,2171.2942,1406.9758,3578.27,2014.0,1,6,3578.27
23829,旅行自行车,1.0,578.0,755.1508,459.6992,1214.85,2016.0,1,6,1214.85
23829,袜子,1.0,482.0,3.3623,5.6277,8.99,2016.0,1,6,8.99
23830,公路自行车,1.0,310.0,2171.2942,1406.9758,3578.27,2014.0,1,6,3578.27
23830,旅行自行车,3.0,578.0,755.1508,459.6992,1214.85,2016.0,1,6,1214.85
23830,水壶和水壶架,3.0,479.0,3.3623,5.6277,8.99,2016.0,1,6,8.99
23831,头盔,1.0,222.0,13.0863,21.9037,34.99,2015.0,1,1,34.99
23831,车胎和内胎,1.0,532.0,6.541300000000001,10.9487,17.49,2015.0,1,1,17.49
23832,公路自行车,1.0,604.0,343.6496,196.3404,539.99,2016.0,1,1,539.99
23832,挂架,1.0,483.0,44.88,75.12,120.0,2016.0,1,1,120.0
23832,车胎和内胎,1.0,515.6666666666666,3.4620333333333337,5.7946333333333335,9.256666666666666,2016.0,1,1,9.256666666666666
23833,公路自行车,2.0,604.0,343.6496,196.3404,539.99,2016.0,1,1,539.99
23833,自行车支架,2.0,486.0,59.466,99.53399999999999,159.0,2016.0,1,1,159.0
23833,车胎和内胎,2.0,509.0,4.4469,7.4431,11.889999999999999,2016.0,1,1,11.889999999999999
23834,公路自行车,1.0,605.0,343.6496,196.3404,539.99,2016.0,1,1,539.99
23834,水壶和水壶架,1.0,478.0,2.6143,4.3757,6.99,2016.0,1,1,6.99
23834,清洁剂,1.0,484.0,2.9733,4.9767,7.95,2016.0,1,1,7.95
23835,公路自行车,2.0,606.0,343.6496,196.3404,539.99,2016.0,1,4,539.99
23835,水壶和水壶架,2.0,478.0,2.6143,4.3757,6.99,2016.0,1,4,6.99
23835,骑行服,2.0,228.0,38.4923,11.4977,49.99,2016.0,1,4,49.99
23836,公路自行车,2.0,604.0,343.6496,196.3404,539.99,2016.0,1,4,539.99
23836,头盔,2.0,217.0,13.0863,21.9037,34.99,2016.0,1,4,34.99
23836,手套,2.0,467.0,9.1593,15.3307,24.49,2016.0,1,4,24.49
23837,公路自行车,1.0,604.0,343.6496,196.3404,539.99,2016.0,1,4,539.99
23837,头盔,1.0,217.0,13.0863,21.9037,34.99,2016.0,1,4,34.99
23838,公路自行车,2.0,604.0,343.6496,196.3404,539.99,2016.0,1,4,539.99
23839,车胎和内胎,1.0,536.0,11.2163,18.7737,29.99,2015.0,1,4,29.99
23840,公路自行车,1.0,584.0,343.6496,196.3404,539.99,2016.0,1,4,539.99
23841,公路自行车,1.0,604.0,343.6496,196.3404,539.99,2016.0,1,4,539.99
23841,头盔,1.0,222.0,13.0863,21.9037,34.99,2016.0,1,4,34.99
23841,帽子,1.0,225.0,6.9223,2.0677,8.99,2016.0,1,4,8.99
23841,车胎和内胎,1.0,533.5,4.7648,7.9752,12.739999999999998,2016.0,1,4,12.739999999999998
23841,骑行服,1.0,231.0,38.4923,11.4977,49.99,2016.0,1,4,49.99
23842,公路自行车,3.0,313.0,2171.2942,1406.9758,3578.27,2014.0,1,6,3578.27
23842,头盔,2.0,217.0,13.0863,21.9037,34.99,2016.0,1,6,34.99
23842,旅行自行车,2.0,579.0,755.1508,459.6992,1214.85,2016.0,1,6,1214.85
23843,袜子,1.0,482.0,3.3623,5.6277,8.99,2016.0,1,4,8.99
23843,车胎和内胎,1.0,536.0,11.2163,18.7737,29.99,2016.0,1,4,29.99
23844,公路自行车,1.0,604.0,343.6496,196.3404,539.99,2016.0,1,1,539.99
23844,车胎和内胎,1.0,509.0,4.4469,7.4431,11.889999999999999,2016.0,1,1,11.889999999999999
23845,公路自行车,1.0,584.0,343.6496,196.3404,539.99,2016.0,1,4,539.99
23845,水壶和水壶架,1.0,478.0,2.6143,4.3757,6.99,2016.0,1,4,6.99
23845,骑行服,1.0,491.0,41.5723,12.4177,53.99,2016.0,1,4,53.99
23846,公路自行车,2.0,310.0,2171.2942,1406.9758,3578.27,2014.0,1,6,3578.27
23846,头盔,1.0,214.0,13.0863,21.9037,34.99,2016.0,1,6,34.99
23846,旅行自行车,1.0,560.0,755.1508,459.6992,1214.85,2016.0,1,6,1214.85
23847,公路自行车,1.0,606.0,343.6496,196.3404,539.99,2016.0,1,1,539.99
23847,自行车支架,1.0,486.0,59.466,99.53399999999999,159.0,2016.0,1,1,159.0
23847,车胎和内胎,1.0,509.0,4.4469,7.4431,11.889999999999999,2016.0,1,1,11.889999999999999
23848,公路自行车,1.0,606.0,343.6496,196.3404,539.99,2016.0,1,4,539.99
23848,车胎和内胎,1.0,538.0,8.0373,13.4527,21.49,2016.0,1,4,21.49
23849,公路自行车,1.0,606.0,343.6496,196.3404,539.99,2016.0,1,1,539.99
23849,头盔,1.0,214.0,13.0863,21.9037,34.99,2016.0,1,1,34.99
23849,车胎和内胎,1.0,533.5,4.7648,7.9752,12.739999999999998,2016.0,1,1,12.739999999999998
23850,公路自行车,3.0,606.0,343.6496,196.3404,539.99,2016.0,1,1,539.99
23851,公路自行车,1.0,605.0,343.6496,196.3404,539.99,2016.0,1,1,539.99
23852,公路自行车,2.0,605.0,343.6496,196.3404,539.99,2016.0,1,4,539.99
23852,头盔,2.0,222.0,13.0863,21.9037,34.99,2016.0,1,4,34.99
23852,水壶和水壶架,2.0,478.0,2.6143,4.3757,6.99,2016.0,1,4,6.99
23853,公路自行车,1.0,605.0,343.6496,196.3404,539.99,2016.0,1,1,539.99
23853,头盔,1.0,214.0,13.0863,21.9037,34.99,2016.0,1,1,34.99
23853,水壶和水壶架,1.0,478.0,2.6143,4.3757,6.99,2016.0,1,1,6.99
23854,公路自行车,1.0,606.0,343.6496,196.3404,539.99,2016.0,1,4,539.99
23854,头盔,1.0,222.0,13.0863,21.9037,34.99,2016.0,1,4,34.99
23854,袜子,1.0,481.0,3.3623,5.6277,8.99,2016.0,1,4,8.99
23855,公路自行车,2.0,605.0,343.6496,196.3404,539.99,2016.0,1,4,539.99
23855,帽子,2.0,225.0,6.9223,2.0677,8.99,2016.0,1,4,8.99
23855,车胎和内胎,2.0,538.0,8.0373,13.4527,21.49,2016.0,1,4,21.49
23855,骑行服,2.0,490.0,41.5723,12.4177,53.99,2016.0,1,4,53.99
23856,公路自行车,1.0,584.0,343.6496,196.3404,539.99,2016.0,1,1,539.99
23856,背心,1.0,473.0,23.749000000000002,39.751,63.5,2016.0,1,1,63.5
23857,公路自行车,1.0,606.0,343.6496,196.3404,539.99,2016.0,1,1,539.99
23857,头盔,1.0,214.0,13.0863,21.9037,34.99,2016.0,1,1,34.99
23857,车胎和内胎,1.0,533.5,4.7648,7.9752,12.739999999999998,2016.0,1,1,12.739999999999998
23858,公路自行车,1.0,346.0,1442.187,907.193,2349.38,2014.5,1,6,2349.38
23858,水壶和水壶架,1.0,478.0,2.6143,4.3757,6.99,2015.0,1,6,6.99
23859,公路自行车,1.0,449.0,1257.4719,801.6581,2059.13,2014.5,1,6,2059.13
23859,头盔,1.0,222.0,13.0863,21.9037,34.99,2015.0,1,6,34.99
23860,公路自行车,3.0,605.0,343.6496,196.3404,539.99,2016.0,1,1,539.99
23860,帽子,3.0,225.0,6.9223,2.0677,8.99,2016.0,1,1,8.99
23861,挂架,1.0,483.0,44.88,75.12,120.0,2015.0,1,1,120.0
23861,车胎和内胎,1.0,540.0,12.1924,20.4076,32.6,2015.0,1,1,32.6
23862,头盔,1.0,222.0,13.0863,21.9037,34.99,2015.0,1,4,34.99
